day,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales
2018-12-22,742,27004.800,-3801.190,-120.560,23083.050,3028.000,705.030,26816.080
2018-12-23,761,27898.800,-4196.410,-99.400,23602.990,3134.500,749.230,27486.720
2018-12-24,683,24557.800,-3639.820,-57.600,20860.380,2747.000,676.630,24284.010
2018-12-25,769,25796.400,-3694.820,0.000,22101.580,3120.000,747.450,25969.030
2018-12-26,1502,53608.000,-11447.240,-67.600,42093.160,6163.000,1553.490,49809.650
2018-12-27,1270,43327.900,-8871.350,-2692.940,31763.610,4838.000,1149.210,37750.820
2018-12-28,1132,37128.800,-7308.270,-1479.620,28340.910,4557.000,928.800,33826.710
2018-12-29,1133,36417.400,-7070.330,-44.600,29302.470,4648.000,972.650,34923.120
2018-12-30,1165,38484.600,-7339.130,-219.900,30925.570,4390.500,1014.910,36330.980
2018-12-31,944,32808.600,-5301.510,-1934.400,25572.690,3320.000,922.850,29815.540
2019-01-01,1006,32768.300,-4509.570,-182.320,28076.410,3828.500,889.630,32794.540
2019-01-02,1074,35598.800,-4481.500,-2199.130,28918.170,3931.000,1004.310,33853.480
2019-01-03,952,31829.300,-3898.620,-1947.770,25982.910,3459.500,864.280,30306.690
2019-01-04,1199,41074.600,-6233.110,-1004.650,33836.840,4148.500,1253.480,39238.820
2019-01-05,1032,34545.800,-4673.220,-92.300,29780.280,3792.000,1069.250,34641.530
2019-01-06,1017,34435.600,-4655.350,-148.560,29631.690,3699.000,1071.830,34402.520
2019-01-07,866,28131.800,-3708.220,-1868.960,22554.620,3160.000,803.150,26517.770
2019-01-08,846,29077.100,-3526.320,-1112.510,24438.270,3138.500,915.710,28492.480
2019-01-09,743,26572.600,-2207.540,-1249.990,23115.070,2705.500,896.550,26717.120
2019-01-10,737,23859.600,-1813.820,-878.910,21166.870,2693.000,735.860,24595.730
2019-01-11,810,28004.600,-1870.750,-975.490,25158.360,2982.000,926.310,29066.670
2019-01-12,782,26216.400,-1319.270,-306.630,24590.500,3020.500,805.100,28416.100
2019-01-13,883,29885.000,-2063.160,-44.800,27777.040,3410.000,965.660,32152.700
2019-01-14,679,23775.400,-1709.340,-2323.090,19742.970,2211.500,656.870,22611.340
2019-01-15,747,26512.400,-1579.440,-1612.800,23320.160,2625.500,804.080,26749.740
2019-01-16,769,27899.300,-1858.700,-1010.200,25030.400,2665.500,837.970,28533.870
2019-01-17,737,25368.200,-1759.790,-338.270,23270.140,2597.000,836.630,26703.770
2019-01-18,813,27652.000,-1894.920,-625.600,25131.480,2856.000,1057.390,29044.870
2019-01-19,804,30481.600,-2282.610,0.000,28198.990,2863.000,1445.830,32507.820
2019-01-20,879,30546.800,-1947.540,-168.450,28430.810,3120.500,1297.020,32848.330
2019-01-21,786,27992.000,-1930.190,-2022.560,24039.250,2495.000,1281.650,27815.900
2019-01-22,693,22735.600,-1464.730,-1342.300,19928.570,2515.500,973.750,23417.820
2019-01-23,677,23018.600,-1408.100,-1105.700,20504.800,2297.000,1041.840,23843.640
2019-01-24,686,23524.000,-1432.310,-1115.180,20976.510,2558.500,1056.260,24591.270
2019-01-25,722,24910.000,-1532.700,-1128.410,22248.890,2339.500,1097.960,25686.350
2019-01-26,701,24381.200,-1269.600,-127.520,22984.080,2557.500,1099.490,26641.070
2019-01-27,836,29928.600,-1824.980,-25.350,28078.270,3140.000,1302.410,32520.680
2019-01-28,727,25254.400,-1660.510,-1507.600,22086.290,2514.500,964.910,25565.700
2019-01-29,735,26072.000,-1633.380,-1032.390,23406.230,2715.500,1003.260,27124.990
2019-01-30,799,28338.000,-1738.760,-1496.630,25102.610,2800.500,1179.870,29082.980
2019-01-31,731,26000.400,-1509.980,-1396.240,23094.180,2687.000,1016.500,26797.680
2019-02-01,1562,54240.300,-10040.970,-1044.930,43154.400,5856.000,1989.600,51000.000
2019-02-02,1555,56900.000,-11612.930,-53.020,45234.050,6218.000,2049.570,53501.620
2019-02-03,2071,75017.000,-16156.790,-411.190,58449.020,7968.500,2625.070,69042.590
2019-02-04,1237,45767.600,-7680.080,-1979.280,36108.240,4434.500,1643.900,42186.640
2019-02-05,939,32892.100,-3263.340,-1963.220,27665.540,3212.500,1420.340,32298.380
2019-02-06,896,31471.400,-2490.130,-1063.050,27918.220,3057.000,1339.700,32314.920
2019-02-07,860,30740.600,-2446.750,-721.620,27572.230,2939.500,1323.620,31835.350
2019-02-08,848,29203.400,-1695.910,-1317.110,26190.380,2866.500,1327.060,30383.940
2019-02-09,771,26674.800,-1089.330,-66.500,25518.970,2706.000,1507.610,29732.580
2019-02-10,878,29751.400,-1708.840,-132.060,27910.500,3404.000,1573.270,32887.770
2019-02-11,782,27695.500,-1595.400,-1479.880,24620.220,2669.000,1460.360,28749.580
2019-02-12,811,28492.730,-1978.530,-2072.620,24441.580,3003.500,1391.050,28836.130
2019-02-13,768,27374.200,-1731.560,-1391.510,24251.130,2758.500,1414.620,28424.250
2019-02-14,876,29682.500,-2583.710,-1146.140,25952.650,3043.500,1477.790,30473.940
2019-02-15,1858,48514.200,-12001.120,-1361.990,35151.090,6075.500,2202.360,43428.950
2019-02-16,1468,41715.600,-8120.950,-299.500,33295.150,4936.000,2054.130,40285.280
2019-02-17,1466,41571.800,-8094.050,-205.600,33272.150,4843.000,2034.440,40149.590
2019-02-18,1197,34805.000,-5227.710,-26.000,29551.290,3875.500,1786.220,35213.010
2019-02-19,1125,33803.000,-4877.670,-1705.100,27220.230,3858.000,1733.810,32812.040
2019-02-20,861,29032.630,-2576.410,-1069.860,25386.360,2748.000,1550.840,29685.200
2019-02-21,841,28316.900,-1990.520,-748.940,25577.440,2826.000,1514.590,29918.030
2019-02-22,793,27675.800,-1760.280,-1307.760,24607.760,2514.000,1498.360,28620.120
2019-02-23,766,26423.000,-1605.620,-595.650,24221.730,2602.500,1393.440,28217.670
2019-02-24,765,27023.400,-1560.000,-72.400,25391.000,2593.500,1506.840,29491.340
2019-02-25,688,24004.600,-1556.100,-1220.520,21227.980,2324.500,1310.760,24863.240
2019-02-26,710,25017.400,-1795.000,-661.850,22560.550,2360.000,1382.640,26303.190
2019-02-27,718,24144.400,-1324.440,-1412.310,21407.650,2421.500,1314.720,25143.870
2019-02-28,689,23504.800,-1338.390,-870.910,21295.500,2355.000,1263.010,24913.510
2019-03-01,753,27179.800,-1391.410,-857.850,24930.540,2547.500,1486.290,28964.330
2019-03-02,843,30116.400,-1465.260,-52.000,28599.140,2641.000,1570.120,32810.260
2019-03-03,858,29375.800,-1601.830,-28.000,27745.970,2901.000,1606.830,32253.800
2019-03-04,830,29807.600,-1646.790,-2023.330,26137.480,2762.500,1574.170,30474.150
2019-03-05,753,27178.000,-1836.060,-1404.190,23937.750,2494.500,1347.030,27779.280
2019-03-06,716,25623.000,-1505.390,-1020.110,23097.500,2456.000,1356.460,26909.960
2019-03-07,712,25469.400,-1493.330,-723.270,23252.800,2520.000,1384.850,27157.650
2019-03-08,746,27568.600,-1462.970,-568.090,25537.540,2424.500,1479.340,29441.380
2019-03-09,706,24681.800,-1277.990,-51.110,23352.700,2519.000,1318.460,27190.160
2019-03-10,1028,40196.600,-5537.060,-23.400,34636.140,3679.500,1975.460,40291.100
2019-03-11,928,35591.750,-5101.760,-1491.040,28998.950,3201.000,1728.120,33928.070
2019-03-12,908,34940.800,-5319.950,-1219.050,28401.800,3335.500,1554.210,33291.510
2019-03-13,893,35254.800,-5271.160,-1006.690,28976.950,3341.000,1615.460,33933.410
2019-03-14,817,31820.400,-4743.160,-830.490,26246.750,2953.500,1513.050,30713.300
2019-03-15,909,35694.000,-5525.650,-853.810,29314.540,3268.000,1693.570,34276.110
2019-03-16,811,30646.800,-4697.600,-23.400,25925.800,3023.500,1404.550,30353.850
2019-03-17,918,35391.600,-5285.650,-65.000,30040.950,3557.500,1651.010,35249.460
2019-03-18,710,24771.400,-2784.800,-1936.420,20050.180,2364.000,1223.770,23637.950
2019-03-19,767,27886.300,-2131.850,-1073.150,24681.300,2669.000,1353.690,28703.990
2019-03-20,664,22772.800,-1297.570,-957.360,20517.870,2316.000,1177.450,24011.320
2019-03-21,734,26512.600,-1833.750,-1518.730,23160.120,2618.500,1398.780,27177.400
2019-03-22,627,21190.800,-1212.170,-798.260,19180.370,2145.500,1105.410,22431.280
2019-03-23,719,25203.800,-1484.570,0.000,23719.230,2607.000,1360.250,27686.480
2019-03-24,751,26073.000,-1869.300,-229.400,23974.300,2729.000,1357.840,28061.140
2019-03-25,696,23958.600,-1563.700,-1196.960,21197.940,2526.500,1294.540,25018.980
2019-03-26,825,29335.000,-2573.350,-718.700,26042.950,3113.000,1398.670,30554.620
2019-03-27,1734,43818.600,-11318.040,-3720.990,28779.570,5764.000,2003.180,36546.750
2019-03-28,1628,42711.600,-10849.120,-816.240,31046.240,5550.500,1908.360,38505.100
2019-03-29,1438,42717.200,-7808.800,-1097.770,33810.630,4876.500,1989.290,40676.420
2019-03-30,1297,38897.600,-6967.850,-26.000,31903.750,4276.000,2022.930,38202.680
2019-03-31,961,33380.400,-3225.080,0.000,30155.320,3519.000,1806.620,35480.940
