day,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales
2017-03-01,341,12721.000,-398.200,-46.500,12276.300,1349.960,18.590,13644.850
2017-03-02,324,11998.000,-359.700,-225.550,11412.750,1018.580,21.150,12452.480
2017-03-03,304,11612.000,-392.000,-78.000,11142.000,949.340,37.760,12129.100
2017-03-04,298,10485.000,-309.250,0.000,10175.750,975.000,25.640,11176.390
2017-03-05,343,13220.000,-344.250,-237.000,12638.750,1375.790,23.680,14038.220
2017-03-06,322,12299.000,-478.250,-460.000,11360.750,1119.660,54.050,12534.460
2017-03-07,413,16007.000,-985.450,-163.000,14858.550,1349.220,66.910,16274.680
2017-03-08,397,15307.000,-934.100,-30.000,14342.900,1327.550,360.420,16030.870
2017-03-09,443,18026.000,-2060.750,-349.220,15616.030,1355.350,399.170,17370.550
2017-03-10,350,12523.000,-883.300,-359.660,11280.040,1024.340,203.630,12508.010
2017-03-11,310,11590.000,-368.550,0.000,11221.450,1047.800,71.650,12340.900
2017-03-12,278,10149.000,-261.150,-42.000,9845.850,927.710,44.080,10817.640
2017-03-13,272,11051.000,-378.900,-108.200,10563.900,952.530,109.330,11625.760
2017-03-14,375,13662.000,-521.500,-275.000,12865.500,1112.200,109.690,14087.390
2017-03-15,298,11612.000,-305.100,-153.000,11153.900,1017.560,68.180,12239.640
2017-03-16,289,9947.000,-214.250,-102.000,9630.750,1083.530,34.290,10748.570
2017-03-17,277,10494.000,-290.950,-446.900,9756.150,1066.510,30.670,10853.330
2017-03-18,216,8135.000,-166.500,-52.000,7916.500,848.900,73.380,8838.780
2017-03-19,310,10680.000,-245.950,-110.000,10324.050,1039.890,49.240,11413.180
2017-03-20,262,9159.000,-219.100,-129.000,8810.900,779.590,34.270,9624.760
2017-03-21,311,11832.000,-382.950,-215.000,11234.050,1009.740,59.350,12303.140
2017-03-22,581,20067.000,-1065.900,-41.600,18959.500,2000.930,133.920,21094.350
2017-03-23,436,14937.000,-394.600,-200.500,14341.900,1578.470,43.160,15963.530
2017-03-24,387,14875.000,-417.200,-74.400,14383.400,1427.490,51.270,15862.160
2017-03-25,374,13155.000,-250.850,0.000,12904.150,1419.520,75.350,14399.020
2017-03-26,352,12915.000,-264.350,-19.000,12631.650,1225.500,95.080,13952.230
2017-03-27,458,16579.000,-388.050,-338.740,15852.210,1561.570,82.350,17496.130
2017-03-28,406,15501.000,-592.000,-177.300,14731.700,1405.840,59.660,16197.200
2017-03-29,316,13274.000,-307.800,-430.150,12536.050,1116.580,41.880,13694.510
2017-03-30,331,12324.000,-316.000,-136.430,11871.570,1088.170,46.940,13006.680
2017-03-31,332,13217.000,-349.950,-60.000,12807.050,1084.930,66.710,13958.690
2017-04-01,343,12630.000,-338.500,0.000,12291.500,1120.310,65.970,13477.780
2017-04-02,362,15420.000,-311.700,-193.000,14915.300,1358.680,79.300,16353.280
2017-04-03,342,12562.000,-389.100,-241.250,11931.650,1333.460,31.530,13296.640
2017-04-04,485,17301.000,-908.300,-343.700,16049.000,1682.480,12.110,17743.590
2017-04-05,340,12742.000,-455.550,-511.240,11775.210,1205.600,35.470,13016.280
2017-04-06,331,12480.000,-354.450,-557.000,11568.550,1015.440,71.530,12655.520
2017-04-07,333,12290.000,-333.250,-158.700,11798.050,1126.410,33.360,12957.820
2017-04-08,308,12516.000,-278.800,0.000,12237.200,1199.640,14.890,13451.730
2017-04-09,308,11238.000,-197.750,-36.800,11003.450,1133.080,71.920,12208.450
2017-04-10,323,11954.000,-386.950,-114.000,11453.050,1204.700,59.070,12716.820
2017-04-11,379,13287.000,-423.550,-263.000,12600.450,1340.020,49.270,13989.740
2017-04-12,304,11057.000,-442.600,-324.000,10290.400,1062.520,70.340,11423.260
2017-04-13,298,12000.000,-351.000,-356.000,11293.000,1013.810,43.120,12349.930
2017-04-14,362,12867.000,-869.050,0.000,11997.950,1210.590,78.870,13287.410
2017-04-15,295,11524.000,-396.500,-108.200,11019.300,808.360,58.050,11885.710
2017-04-16,292,10328.000,-259.250,0.000,10068.750,884.950,23.140,10976.840
2017-04-17,314,11345.000,-333.850,-259.150,10752.000,959.910,11.530,11723.440
2017-04-18,328,11636.000,-318.550,-225.050,11092.400,1028.210,58.900,12179.510
2017-04-19,338,13162.000,-345.750,-444.100,12372.150,1076.680,46.890,13495.720
2017-04-20,570,22741.000,-2215.350,-748.720,19776.930,1723.720,113.190,21613.840
2017-04-21,430,16814.000,-747.600,-81.200,15985.200,1139.800,46.930,17171.930
2017-04-22,335,13192.000,-344.950,-102.650,12744.400,894.350,23.490,13662.240
2017-04-23,398,14655.000,-243.050,0.000,14411.950,1136.320,77.810,15626.080
2017-04-24,403,15418.000,-479.300,-219.000,14719.700,1153.400,45.910,15919.010
2017-04-25,378,13943.000,-526.450,-101.000,13315.550,1236.720,71.240,14623.510
2017-04-26,361,13364.000,-865.400,-95.600,12403.000,1161.450,68.240,13632.690
2017-04-27,382,14571.000,-559.750,-296.300,13714.950,1180.970,55.120,14951.040
2017-04-28,309,11901.000,-319.550,-228.000,11353.450,955.730,38.880,12348.060
2017-04-29,378,14524.000,-511.800,-103.000,13909.200,1166.940,30.590,15106.730
2017-04-30,367,14329.000,-514.550,0.000,13814.450,1095.860,40.520,14950.830
2017-05-01,363,12066.000,-269.500,-261.350,11535.150,1279.860,35.360,12850.370
2017-05-02,334,12590.000,-328.800,-185.000,12076.200,1232.930,14.840,13323.970
2017-05-03,328,12866.000,-517.250,-82.400,12266.350,1018.400,49.330,13334.080
2017-05-04,321,14243.000,-378.850,-171.100,13693.050,1085.410,70.630,14849.090
2017-05-05,265,9677.000,-288.200,-101.000,9287.800,866.930,88.060,10242.790
2017-05-06,240,9099.000,-172.500,-138.000,8788.500,760.770,13.110,9562.380
2017-05-07,251,9849.000,-322.050,-91.000,9435.950,850.830,35.710,10322.490
2017-05-08,302,11010.000,-241.350,-144.000,10624.650,1034.850,92.610,11752.110
2017-05-09,370,13965.000,-592.350,-256.800,13115.850,1321.640,24.890,14462.380
2017-05-10,269,9901.000,-297.350,-128.000,9475.650,986.540,45.110,10507.300
2017-05-11,294,11038.000,-269.150,-82.000,10686.850,1033.880,57.140,11777.870
2017-05-12,241,8492.000,-276.100,-86.000,8129.900,787.520,27.310,8944.730
2017-05-13,240,9584.000,-252.950,0.000,9331.050,835.240,48.770,10215.060
2017-05-14,261,10974.000,-253.200,-145.000,10575.800,981.210,27.590,11584.600
2017-05-15,277,10927.000,-277.250,-191.000,10458.750,998.780,53.800,11511.330
2017-05-16,241,8625.000,-253.750,-248.850,8122.400,1011.320,14.190,9147.910
2017-05-17,354,13111.000,-443.350,-192.000,12475.650,1135.490,70.620,13681.760
2017-05-18,304,11297.000,-317.750,-158.000,10821.250,1090.270,50.350,11961.870
2017-05-19,247,9325.000,-200.450,-23.000,9101.550,974.620,56.420,10132.590
2017-05-20,235,8863.000,-260.300,-41.800,8560.900,892.620,62.380,9515.900
2017-05-21,245,9107.000,-209.750,-19.000,8878.250,954.890,12.720,9845.860
2017-05-22,262,10347.000,-366.550,-307.850,9672.600,1075.710,45.610,10793.920
2017-05-23,301,12840.000,-228.950,-295.200,12315.850,988.040,104.810,13408.700
2017-05-24,690,30582.000,-4740.350,-299.300,25542.350,1947.870,197.440,27687.660
2017-05-25,340,14796.000,-1410.600,-402.000,12983.400,1241.610,58.860,14283.870
2017-05-26,324,13803.000,-520.500,-85.000,13197.500,1088.770,80.650,14366.920
2017-05-27,275,10731.000,-317.650,-105.750,10307.600,938.600,75.650,11321.850
2017-05-28,252,9580.000,-263.200,-191.000,9125.800,1006.770,67.550,10200.120
2017-05-29,357,14614.000,-1111.400,-310.050,13192.550,1251.460,74.610,14518.620
2017-05-30,284,10727.000,-525.050,-378.900,9823.050,1017.750,50.850,10891.650
2017-05-31,322,12669.000,-595.550,-190.750,11882.700,1219.040,52.970,13154.710
2017-06-01,261,10348.000,-261.900,-224.000,9862.100,967.920,63.240,10893.260
2017-06-02,258,9766.000,-303.950,-62.000,9400.050,1098.500,15.910,10514.460
2017-06-03,242,9698.000,-303.400,0.000,9394.600,989.630,44.400,10428.630
2017-06-04,253,9168.000,-191.900,-87.000,8889.100,1146.670,11.410,10047.180
2017-06-05,292,10540.000,-290.750,-303.500,9945.750,1102.930,68.580,11117.260
2017-06-06,250,9258.000,-211.900,-230.700,8815.400,880.100,70.400,9765.900
2017-06-07,299,12678.000,-327.750,-153.650,12196.600,1194.000,75.080,13465.680
2017-06-08,292,11566.000,-283.600,-108.750,11173.650,1229.390,43.480,12446.520
2017-06-09,292,11411.000,-293.200,-224.000,10893.800,1193.630,69.480,12156.910
2017-06-10,267,10615.000,-246.250,0.000,10368.750,1195.000,63.550,11627.300
2017-06-11,278,10976.000,-273.900,-40.000,10662.100,1338.210,47.380,12047.690
2017-06-12,298,12851.000,-309.700,-269.000,12272.300,1365.670,68.670,13706.640
2017-06-13,315,12301.000,-319.150,-455.600,11526.250,1281.950,69.800,12878.000
2017-06-14,337,12348.000,-204.750,-112.000,12031.250,1364.950,82.980,13479.180
2017-06-15,307,15163.000,-311.000,-243.750,14608.250,1339.640,106.900,16054.790
2017-06-16,376,15316.000,-470.950,-17.250,14827.800,1497.380,155.600,16480.780
2017-06-17,260,10709.000,-375.450,-25.500,10308.050,1106.530,108.680,11523.260
2017-06-18,260,10563.000,-344.400,0.000,10218.600,1013.770,39.270,11271.640
2017-06-19,280,10969.000,-783.800,-279.750,9905.450,1135.620,69.930,11111.000
2017-06-20,338,13325.000,-295.000,-124.000,12906.000,1380.740,173.610,14460.350
2017-06-21,608,22141.000,-498.050,-464.000,21178.950,1293.330,244.220,22716.500
2017-06-22,474,17408.000,-354.250,-398.000,16655.750,1543.890,217.200,18416.840
2017-06-23,419,15243.000,-294.100,-73.150,14875.750,1543.900,213.030,16632.680
2017-06-24,368,13824.000,-379.200,0.000,13444.800,1526.730,211.410,15182.940
2017-06-25,417,16303.000,-332.750,-58.000,15912.250,1724.590,243.780,17880.620
2017-06-26,388,15691.000,-642.200,-536.200,14512.600,1605.310,133.250,16251.160
2017-06-27,347,15232.000,-324.600,-332.500,14574.900,1535.860,270.070,16380.830
2017-06-28,486,19372.000,-1188.100,-219.550,17964.350,2102.050,252.380,20318.780
2017-06-29,284,11319.000,-491.800,-104.000,10723.200,1115.920,150.360,11989.480
2017-06-30,337,13354.000,-472.700,-208.000,12673.300,1289.080,161.320,14123.700
2017-07-01,379,14614.000,-336.250,-55.000,14222.750,1735.260,113.410,16071.420
2017-07-02,330,12463.000,-270.900,-64.600,12127.500,1436.240,111.260,13675.000
2017-07-03,354,13990.000,-192.050,0.000,13797.950,1662.420,141.970,15602.340
2017-07-04,311,13063.000,-236.800,-128.000,12698.200,1366.470,197.820,14262.490
2017-07-05,405,16017.000,-440.450,-157.700,15418.850,1571.300,274.740,17264.890
2017-07-06,388,15350.000,-363.100,-86.000,14900.900,1349.670,182.240,16432.810
2017-07-07,408,16862.000,-459.500,-145.400,16257.100,1387.260,171.830,17816.190
2017-07-08,357,14257.000,-367.500,0.000,13889.500,1482.360,161.410,15533.270
2017-07-09,353,14481.000,-319.600,0.000,14161.400,1485.190,231.080,15877.670
2017-07-10,369,14773.000,-315.450,-160.560,14296.990,1472.160,204.870,15974.020
2017-07-11,1070,46594.000,-10802.250,-210.200,35581.550,3695.860,481.850,39759.260
2017-07-12,569,24240.000,-3065.100,-157.450,21017.450,2356.870,284.790,23659.110
2017-07-13,353,14176.000,-376.450,-388.890,13410.660,1253.240,254.140,14918.040
2017-07-14,367,14296.000,-328.100,-350.050,13617.850,1245.500,219.190,15082.540
2017-07-15,323,13002.000,-308.300,-165.400,12528.300,1205.680,166.310,13900.290
2017-07-16,288,10733.000,-242.050,-79.300,10411.650,1234.310,137.440,11783.400
2017-07-17,316,12565.000,-373.150,-30.000,12161.850,1155.320,147.500,13464.670
2017-07-18,429,17575.000,-433.600,-331.900,16809.500,1615.040,247.400,18671.940
2017-07-19,497,19431.000,-685.800,-619.600,18125.600,1728.540,243.830,20097.970
2017-07-20,454,17919.000,-425.200,-401.400,17092.400,1512.720,250.910,18856.030
2017-07-21,491,18803.000,-370.800,-153.000,18279.200,1697.620,233.920,20210.740
2017-07-22,334,13838.000,-252.300,-57.250,13528.450,1261.680,150.140,14940.270
2017-07-23,335,12900.000,-246.250,0.000,12653.750,1391.060,150.230,14195.040
2017-07-24,422,15148.000,-292.000,-438.100,14417.900,1511.350,179.630,16108.880
2017-07-25,416,16816.000,-411.800,-18.000,16386.200,1417.000,211.220,18014.420
2017-07-26,489,19685.000,-462.650,-144.000,19078.350,1778.240,283.550,21140.140
2017-07-27,379,14493.000,-437.650,-137.000,13918.350,1555.000,133.380,15606.730
2017-07-28,329,12610.000,-288.150,-95.000,12226.850,1300.680,110.920,13638.450
2017-07-29,325,12408.000,-311.450,-44.000,12052.550,1101.140,149.710,13303.400
2017-07-30,388,14112.000,-309.450,0.000,13802.550,1530.780,114.790,15448.120
2017-07-31,407,16648.000,-499.400,-521.650,15626.950,1651.050,187.460,17465.460
2017-08-01,469,18116.000,-430.300,-798.200,16887.500,1881.980,301.770,19071.250
2017-08-02,370,13494.000,-457.750,-195.250,12841.000,1598.910,183.430,14623.340
2017-08-03,389,15535.000,-462.950,-246.000,14826.050,1421.700,154.420,16402.170
2017-08-04,345,14124.000,-306.650,-145.000,13672.350,1317.880,102.310,15092.540
2017-08-05,292,11158.000,-211.500,0.000,10946.500,1257.530,114.230,12318.260
2017-08-06,293,11436.000,-229.750,-238.000,10968.250,1148.090,78.450,12194.790
2017-08-07,311,11331.000,-324.550,-170.000,10836.450,1072.000,115.570,12024.020
2017-08-08,309,13808.000,-1096.900,-591.800,12119.300,1200.340,141.440,13461.080
2017-08-09,400,17265.000,-1357.100,-569.800,15338.100,1573.720,164.030,17075.850
2017-08-10,409,15146.000,-689.500,-192.200,14264.300,1858.270,185.860,16308.430
2017-08-11,337,12726.000,-265.100,-235.100,12225.800,1539.000,111.420,13876.220
2017-08-12,426,15805.000,-416.050,-131.000,15257.950,1880.550,142.810,17281.310
2017-08-13,384,14754.000,-264.500,0.000,14489.500,1810.000,101.790,16401.290
2017-08-14,336,12731.000,-307.950,-369.800,12053.250,1605.040,177.820,13836.110
2017-08-15,321,13794.000,-393.500,-356.700,13043.800,1297.960,201.940,14543.700
2017-08-16,436,15497.000,-556.650,-241.700,14698.650,1695.090,191.050,16584.790
2017-08-17,426,16465.000,-1790.500,-85.300,14589.200,1727.020,198.350,16514.570
2017-08-18,360,13735.000,-1137.350,-39.750,12557.900,1590.120,118.730,14266.750
2017-08-19,256,9730.000,-226.700,0.000,9503.300,1165.280,93.440,10762.020
2017-08-20,265,10069.000,-190.600,0.000,9878.400,1094.620,161.160,11134.180
2017-08-21,354,14752.000,-818.050,-356.000,13577.950,1570.060,123.510,15271.520
2017-08-22,820,34204.000,-6692.050,-802.550,26709.400,3415.450,255.600,30380.450
2017-08-23,536,22697.000,-3885.000,-267.750,18544.250,2446.520,218.720,21209.490
2017-08-24,483,18579.000,-2980.700,-373.150,15225.150,2021.150,158.080,17404.380
2017-08-25,437,17618.000,-3112.900,-51.400,14453.700,2023.500,147.420,16624.620
2017-08-26,463,18731.000,-3488.800,-25.000,15217.200,2208.890,155.660,17581.750
2017-08-27,470,17981.000,-3460.200,0.000,14520.800,2336.620,96.790,16954.210
2017-08-28,449,17043.000,-3149.350,-1042.800,12850.850,2144.930,139.910,15135.690
2017-08-29,339,12690.000,-1348.600,-308.200,11033.200,1505.500,154.060,12692.760
2017-08-30,371,14307.000,-643.900,-384.800,13278.300,1602.670,147.830,15028.800
2017-08-31,331,12791.000,-556.250,-277.000,11957.750,1370.120,130.550,13458.420
2017-09-01,349,11896.000,-586.950,-238.910,11070.140,1380.000,113.910,12564.050
2017-09-02,400,14991.000,-827.500,0.000,14163.500,1750.740,118.390,16032.630
2017-09-03,405,14733.000,-714.100,-63.000,13955.900,1848.240,123.620,15927.760
2017-09-04,412,15284.000,-818.800,-369.350,14095.850,1786.190,136.390,16018.430
2017-09-05,347,12640.000,-657.800,-231.110,11751.090,1636.310,67.310,13454.710
2017-09-06,465,17188.000,-943.250,-272.700,15972.050,2220.180,134.140,18326.370
2017-09-07,504,18571.000,-938.800,-306.000,17326.200,2197.410,152.780,19676.390
2017-09-08,393,14578.000,-772.500,-227.800,13577.700,1793.670,124.090,15495.460
2017-09-09,319,11535.000,-345.750,0.000,11189.250,1433.000,97.720,12719.970
2017-09-10,371,13361.000,-490.800,-33.000,12837.200,1731.780,159.260,14728.240
2017-09-11,351,12453.000,-407.100,-771.650,11274.250,1669.700,162.810,13106.760
2017-09-12,363,13801.000,-878.550,-87.850,12834.600,1730.790,106.910,14672.300
2017-09-13,427,16618.000,-1257.150,-466.600,14894.250,1867.510,135.640,16897.400
2017-09-14,356,13016.000,-748.050,-411.850,11856.100,1599.780,111.290,13567.170
2017-09-15,312,10787.000,-500.700,-164.750,10121.550,1272.660,138.760,11532.970
2017-09-16,261,8848.000,-113.950,0.000,8734.050,1233.370,60.440,10027.860
2017-09-17,402,14156.000,-376.350,-23.000,13756.650,1806.320,101.770,15664.740
2017-09-18,355,12026.000,-401.450,-1169.350,10455.200,1505.770,70.400,12031.370
2017-09-19,338,12448.000,-474.500,-577.750,11395.750,1457.920,98.040,12951.710
2017-09-20,557,42791.000,-5818.200,-333.450,36639.350,2358.000,232.510,39229.860
2017-09-21,418,15920.000,-1218.100,-407.600,14294.300,1568.040,141.030,16003.370
2017-09-22,426,15412.000,-780.650,-155.550,14475.800,1663.210,123.570,16262.580
2017-09-23,373,12770.000,-726.050,0.000,12043.950,1445.040,62.640,13551.630
2017-09-24,407,14738.000,-723.500,-90.000,13924.500,1502.620,126.740,15553.860
2017-09-25,364,12801.000,-635.500,-637.750,11527.750,1236.300,142.850,12906.900
2017-09-26,380,13147.000,-1396.600,-232.400,11518.000,1543.000,42.100,13103.100
2017-09-27,787,29337.000,-4500.450,-225.400,24611.150,2709.620,281.490,27602.260
2017-09-28,525,21494.000,-2375.500,-190.950,18927.550,1976.500,207.550,21111.600
2017-09-29,408,14687.000,-1172.950,-280.350,13233.700,1424.620,177.790,14836.110
2017-09-30,322,11329.000,-713.300,0.000,10615.700,1226.490,81.450,11923.640
2017-10-01,338,12216.000,-754.400,0.000,11461.600,1366.620,78.120,12906.340
2017-10-02,344,13049.000,-925.250,-335.110,11788.640,1393.120,105.510,13287.270
2017-10-03,352,12298.000,-816.400,-436.500,11045.100,1318.350,76.360,12439.810
2017-10-04,569,22102.000,-1299.050,-378.500,20424.450,1986.020,225.370,22635.840
2017-10-05,419,15619.000,-920.600,-248.700,14449.700,1698.810,150.590,16299.100
2017-10-06,370,13390.000,-847.350,-618.000,11924.650,1330.090,159.580,13414.320
2017-10-07,313,11327.000,-509.950,-72.000,10745.050,1175.500,110.340,12030.890
2017-10-08,359,13815.000,-719.950,0.000,13095.050,1557.800,106.720,14759.570
2017-10-09,381,13652.000,-579.300,-37.400,13035.300,1561.700,81.010,14678.010
2017-10-10,297,10066.000,-664.850,-401.280,8999.870,1202.980,77.740,10280.590
2017-10-11,485,17466.000,-1058.300,-133.850,16273.850,1660.220,169.340,18103.410
2017-10-12,323,11236.000,-714.050,-198.150,10323.800,1115.000,83.790,11522.590
2017-10-13,363,13379.000,-1572.500,-47.750,11758.750,1443.990,99.080,13301.820
2017-10-14,295,11381.000,-1027.500,-18.000,10335.500,1076.500,147.670,11559.670
2017-10-15,338,12010.000,-952.650,-137.000,10920.350,1351.120,141.070,12412.540
2017-10-16,331,12163.000,-658.050,-378.350,11126.600,1355.480,147.530,12629.610
2017-10-17,530,19260.000,-1554.950,-233.750,17471.300,2027.500,174.120,19672.920
2017-10-18,998,35850.000,-6097.850,-403.600,29348.550,3636.000,283.630,33268.180
2017-10-19,537,19173.000,-2486.250,-297.150,16389.600,2114.000,186.680,18690.280
2017-10-20,402,14410.000,-1423.250,-326.750,12660.000,1573.730,100.020,14333.750
2017-10-21,308,11296.000,-1058.300,-6.000,10231.700,1132.620,138.690,11503.010
2017-10-22,294,10956.000,-601.100,-42.000,10312.900,1102.980,89.470,11505.350
2017-10-23,329,10995.000,-787.750,-483.450,9723.800,1199.000,138.560,11061.360
2017-10-24,334,11856.000,-768.850,-197.800,10889.350,1183.620,90.200,12163.170
2017-10-25,530,19418.000,-2166.750,-298.000,16953.250,2127.490,179.400,19260.140
2017-10-26,493,18362.000,-1864.350,-55.200,16442.450,2171.520,378.700,18992.670
2017-10-27,423,16009.000,-1761.350,-495.250,13752.400,1739.860,339.390,15831.650
2017-10-28,359,13728.000,-1269.650,-102.300,12356.050,1729.980,178.040,14264.070
2017-10-29,403,15288.000,-1484.900,0.000,13803.100,1679.120,275.290,15757.510
2017-10-30,359,12748.000,-1122.200,-839.640,10786.160,1547.500,198.500,12532.160
2017-10-31,487,18360.000,-2322.700,-662.200,15375.100,1810.500,181.110,17366.710
2017-11-01,372,13819.000,-1491.850,-438.450,11888.700,1505.820,235.340,13629.860
2017-11-02,388,13595.000,-1297.400,-57.050,12240.550,1545.500,141.750,13927.800
2017-11-03,353,12351.000,-999.550,-107.500,11243.950,1545.140,134.290,12923.380
2017-11-04,309,11482.000,-632.050,-175.500,10674.450,1137.500,74.490,11886.440
2017-11-05,367,13309.000,-874.650,-34.000,12400.350,1321.120,113.320,13834.790
2017-11-06,315,11859.000,-776.300,-357.300,10725.400,1115.500,161.970,12002.870
2017-11-07,259,9289.000,-601.650,-99.830,8587.520,1049.500,86.930,9723.950
2017-11-08,235,8178.000,-344.500,-384.300,7449.200,848.000,84.980,8382.180
2017-11-09,457,16187.000,-747.600,-207.840,15231.560,1185.120,239.810,16656.490
2017-11-10,368,12827.000,-631.150,-248.720,11947.130,1072.500,154.940,13174.570
2017-11-11,281,9850.000,-504.600,-104.000,9241.400,925.000,143.810,10310.210
2017-11-12,293,10163.000,-487.350,0.000,9675.650,978.820,98.930,10753.400
2017-11-13,288,11883.000,-570.100,-331.550,10981.350,1035.320,125.710,12142.380
2017-11-14,275,10633.000,-526.500,-107.750,9998.750,955.000,137.830,11091.580
2017-11-15,605,21692.000,-1256.300,-263.000,20172.700,1566.620,274.670,22013.990
2017-11-16,361,13319.000,-756.150,-177.950,12384.900,1308.450,162.120,13855.470
2017-11-17,253,8929.000,-564.500,-901.650,7462.850,1017.320,126.280,8606.450
2017-11-18,248,9607.000,-387.400,-135.250,9084.350,1047.620,141.300,10273.270
2017-11-19,254,9330.000,-419.350,-76.500,8834.150,961.000,162.950,9958.100
2017-11-20,235,8628.000,-329.050,-178.350,8120.600,943.510,89.810,9153.920
2017-11-21,1141,47902.000,-12912.550,-1040.500,33948.950,4258.820,517.500,38725.270
2017-11-22,795,33510.000,-9402.450,-727.600,23379.950,3258.250,368.060,27006.260
2017-11-23,1195,49987.000,-13989.300,-341.830,35655.870,4654.140,545.700,40855.710
2017-11-24,2802,116486.000,-35780.940,-563.720,80141.340,11486.500,894.500,92522.340
2017-11-25,2190,88893.000,-27933.110,-1164.120,59795.770,8487.610,591.460,68874.840
2017-11-26,1768,72893.000,-22745.870,-766.110,49381.020,7220.200,545.200,57146.420
2017-11-27,2804,112335.000,-38283.500,-822.740,73228.760,10146.240,754.750,84129.750
2017-11-28,861,34172.000,-10486.650,-1239.140,22446.210,3170.600,205.890,25822.700
2017-11-29,370,13078.000,-2962.700,-296.820,9818.480,1584.410,87.970,11490.860
2017-11-30,340,12431.000,-2736.650,-250.500,9443.850,1432.120,93.990,10969.960
2017-12-01,464,17304.000,-3633.300,-163.880,13506.820,1805.500,129.510,15441.830
2017-12-02,377,13376.000,-2533.350,0.000,10842.650,1476.270,77.300,12396.220
2017-12-03,347,12221.000,-1223.550,0.000,10997.450,1372.030,73.520,12443.000
2017-12-04,259,9385.000,-525.650,-706.910,8152.440,784.840,83.500,9020.780
2017-12-05,261,9196.000,-363.350,-1004.230,7828.420,774.000,95.100,8697.520
2017-12-06,398,14193.000,-607.800,-179.670,13405.530,1328.380,194.360,14928.270
2017-12-07,429,16560.000,-1676.800,-116.430,14766.770,1762.980,130.290,16660.040
2017-12-08,489,16669.000,-2894.970,-433.720,13340.310,1849.440,113.030,15302.780
2017-12-09,487,17847.000,-3040.050,0.000,14806.950,2030.280,119.580,16956.810
2017-12-10,545,20185.000,-3229.350,-89.110,16866.540,2190.420,210.560,19267.520
2017-12-11,895,33624.000,-8919.900,-519.870,24184.230,3584.820,239.610,28008.660
2017-12-12,931,35701.000,-9207.300,-446.990,26046.710,3954.940,247.720,30249.370
2017-12-13,953,38994.000,-10502.450,-702.980,27788.570,4085.460,331.320,32205.350
2017-12-14,749,28448.000,-7292.850,-369.910,20785.240,3156.500,220.840,24162.580
2017-12-15,591,24095.000,-5772.500,-287.610,18034.890,2330.380,183.340,20548.610
2017-12-16,569,22264.000,-5715.100,-21.750,16527.150,2270.500,171.400,18969.050
2017-12-17,648,24305.000,-6140.500,-199.260,17965.240,2795.820,142.140,20903.200
2017-12-18,486,19334.000,-4280.550,-401.480,14651.970,2159.600,84.600,16896.170
2017-12-19,328,12553.000,-2170.400,-515.750,9866.850,1337.340,94.900,11299.090
2017-12-20,235,8558.000,-808.650,-181.100,7568.250,1000.500,81.620,8650.370
2017-12-21,193,7726.000,-430.150,-98.400,7197.450,860.170,101.250,8158.870
2017-12-22,176,7208.000,-490.000,-168.420,6549.580,683.500,52.310,7285.390
2017-12-23,170,6322.000,-301.650,-58.800,5961.550,650.500,70.310,6682.360
2017-12-24,128,4862.000,-168.200,-13.300,4680.500,524.000,66.810,5271.310
2017-12-25,171,5803.000,-187.250,0.000,5615.750,646.900,40.170,6302.820
2017-12-26,783,29821.000,-6555.820,-136.000,23129.180,3548.480,360.220,27037.880
2017-12-27,628,22166.000,-4731.820,-238.160,17196.020,2820.980,221.730,20238.730
2017-12-28,722,27021.000,-5850.740,-469.870,20700.390,3559.480,230.150,24490.020
2017-12-29,576,20167.000,-4066.780,-42.460,16057.760,2880.350,131.310,19069.420
2017-12-30,531,18214.000,-3543.500,-170.630,14499.870,2771.500,158.620,17429.990
2017-12-31,366,13502.000,-2786.050,-87.210,10628.740,1633.990,145.370,12408.100
2018-01-01,297,10595.000,-2123.730,0.000,8471.270,1490.500,89.920,10051.690
2018-01-02,253,10021.000,-1153.820,-333.320,8533.860,1153.490,112.510,9799.860
2018-01-03,265,9544.000,-607.710,-128.070,8808.220,1003.500,106.450,9918.170
2018-01-04,240,9008.000,-257.700,-225.540,8524.760,992.990,103.970,9621.720
2018-01-05,267,9826.000,-297.260,-482.900,9045.840,1018.510,109.850,10174.200
2018-01-06,294,10879.000,-357.050,0.000,10521.950,1228.500,107.470,11857.920
2018-01-07,295,10851.000,-442.100,-184.000,10224.900,1259.160,129.410,11613.470
2018-01-08,284,11053.000,-328.550,-159.500,10564.950,1303.010,133.860,12001.820
2018-01-09,414,14240.000,-453.200,-128.170,13658.630,1702.260,178.140,15539.030
2018-01-10,385,13602.000,-335.750,-357.730,12908.520,1696.250,182.100,14786.870
2018-01-11,369,12206.000,-325.050,-331.790,11549.160,1412.500,100.780,13062.440
2018-01-12,413,13776.000,-518.800,-213.730,13043.470,1639.000,117.730,14800.200
2018-01-13,463,14973.000,-360.150,0.000,14612.850,2090.010,90.560,16793.420
2018-01-14,497,17085.000,-491.800,0.000,16593.200,2239.390,171.180,19003.770
2018-01-15,457,14879.000,-415.050,-897.940,13566.010,1877.590,146.040,15589.640
2018-01-16,633,21291.000,-1831.700,-453.340,19005.960,2642.490,306.800,21955.250
2018-01-17,436,14464.000,-592.500,-493.140,13378.360,1926.480,102.490,15407.330
2018-01-18,383,12611.000,-522.250,-344.150,11744.600,1639.500,105.170,13489.270
